custid,gender,총구매액,구매건수,평균구매가격,평균할부개월수,구매브랜드종류,내점일수,수입상품_구매비율,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,저녁_구매건수,점심_구매건수,주구매코너
28859,0,4925350,26,189437,2.9,11,14,42.3,7.1,14.0,3.0,2.0,7.0,12.0,,14.0,화장품
28867,0,2518866,76,33143,1.7,33,48,3.9,33.3,9.0,31.0,5.0,31.0,10.0,35.0,31.0,영캐주얼
28874,0,758820,22,34492,1.9,15,12,13.6,50.0,4.0,,8.0,10.0,1.0,6.0,15.0,피혁B
28875,0,38000,1,38000,1.0,1,1,0.0,0.0,,,1.0,,1.0,,,화장품
28877,1,1041243,20,52062,1.5,15,15,5.0,53.3,5.0,10.0,2.0,3.0,4.0,4.0,12.0,문화완구
28880,0,1923834,31,62059,1.6,17,12,12.9,16.7,6.0,11.0,11.0,3.0,13.0,1.0,17.0,유니캐주얼
28881,0,2027566,28,72413,1.4,16,11,21.4,54.5,2.0,2.0,18.0,6.0,5.0,4.0,19.0,화장품
28887,0,810400,9,90044,2.1,6,7,77.8,14.3,1.0,,6.0,2.0,2.0,1.0,6.0,화장품
28901,0,10537121,55,191584,2.3,33,25,25.5,16.0,9.0,18.0,20.0,8.0,21.0,8.0,26.0,화장품
28905,0,3712700,19,195405,2.2,16,10,10.5,30.0,5.0,2.0,10.0,2.0,5.0,2.0,12.0,영캐주얼
28918,0,4130851,85,48598,1.4,19,66,1.2,13.6,12.0,20.0,22.0,31.0,3.0,48.0,34.0,일반식품
28933,0,2992089,73,40988,1.3,22,48,2.7,29.2,13.0,19.0,22.0,19.0,41.0,4.0,28.0,일반식품
28942,0,6801016,60,113350,1.1,22,38,16.7,42.1,6.0,13.0,25.0,16.0,24.0,14.0,22.0,일반식품
28956,0,3523400,26,135515,2.9,18,12,3.8,58.3,10.0,3.0,3.0,10.0,6.0,8.0,12.0,캐릭터캐주얼
28965,0,6574985,51,128921,1.2,29,26,5.9,38.5,17.0,6.0,8.0,20.0,5.0,17.0,29.0,화장품
28966,0,3945480,35,112728,1.7,20,17,5.7,52.9,1.0,12.0,10.0,12.0,1.0,8.0,26.0,일반식품
28975,0,2536740,44,57653,1.9,26,16,4.5,62.5,12.0,5.0,20.0,7.0,10.0,4.0,30.0,스포츠
28982,0,7792312,92,84699,1.2,39,39,6.5,25.6,33.0,,8.0,51.0,53.0,3.0,36.0,일반식품
28998,0,2976045,109,27303,1.4,24,60,12.8,43.3,18.0,31.0,28.0,32.0,45.0,2.0,62.0,일반식품
28999,0,2636834,77,34245,2.7,24,41,1.3,29.3,24.0,7.0,15.0,31.0,12.0,28.0,37.0,영캐주얼
29006,0,1137700,21,54176,1.7,15,9,4.8,22.2,,5.0,3.0,13.0,2.0,7.0,12.0,조리욕실
29011,0,1410200,8,176275,1.9,6,7,12.5,42.9,4.0,1.0,1.0,2.0,1.0,2.0,5.0,화장품
29014,0,292100,8,36512,2.2,6,6,25.0,33.3,1.0,1.0,2.0,4.0,2.0,4.0,2.0,화장품
29017,1,10636398,193,55111,2.9,74,74,22.8,25.7,72.0,40.0,45.0,36.0,59.0,27.0,107.0,유아동복
29036,0,18250770,124,147184,2.0,53,68,23.4,27.9,39.0,42.0,28.0,15.0,30.0,17.0,77.0,일반식품
29044,1,3469300,33,105130,1.5,24,14,30.3,21.4,1.0,10.0,11.0,11.0,13.0,3.0,17.0,화장품
29048,0,177248,4,44312,1.0,2,3,50.0,66.7,1.0,,,3.0,,3.0,1.0,일반식품
29050,0,1638690,12,136558,2.3,8,8,16.7,37.5,1.0,9.0,1.0,1.0,4.0,,8.0,일반식품
29054,1,3379284,42,80459,2.0,17,37,4.8,35.1,10.0,9.0,14.0,9.0,16.0,5.0,21.0,일반식품
29057,1,1544458,63,24515,1.4,25,47,1.6,25.5,22.0,30.0,3.0,8.0,6.0,48.0,9.0,일반식품
29064,1,4441901,52,85421,1.9,36,28,5.8,46.4,14.0,11.0,5.0,22.0,4.0,21.0,27.0,유아동복
29068,1,1664900,12,138742,1.2,8,8,16.7,12.5,9.0,2.0,1.0,,,8.0,4.0,유아동복
29070,0,496200,6,82700,2.0,5,5,33.3,20.0,1.0,,2.0,3.0,2.0,1.0,3.0,화장품
29076,1,3236046,49,66042,2.1,29,23,2.0,30.4,10.0,14.0,14.0,11.0,2.0,9.0,38.0,일반식품
29081,1,377120,7,53874,1.6,6,2,28.6,100.0,,2.0,,5.0,4.0,,3.0,일반식품
29086,1,294000,4,73500,2.0,4,4,25.0,0.0,2.0,,2.0,,3.0,,1.0,화장품
29089,0,632048,19,33266,1.2,2,14,0.0,42.9,5.0,6.0,4.0,4.0,,8.0,11.0,일반식품
29092,0,498400,5,99680,1.0,5,4,20.0,0.0,,1.0,2.0,2.0,1.0,,4.0,화장품
29111,1,1826100,9,202900,2.8,8,4,11.1,50.0,9.0,,,,2.0,3.0,4.0,캐릭터캐주얼
29120,0,8245339,178,46322,1.4,47,98,3.4,20.4,46.0,46.0,57.0,29.0,111.0,6.0,61.0,일반식품
29144,0,355000,2,177500,1.0,2,1,50.0,0.0,,2.0,,,,,2.0,수입명품
29166,0,2099371,60,34990,1.2,22,45,5.0,17.8,18.0,14.0,25.0,3.0,18.0,,42.0,일반식품
29172,0,907000,23,39435,1.7,16,9,13.0,22.2,1.0,6.0,9.0,7.0,,3.0,20.0,영캐주얼
29186,1,3374000,6,562333,1.3,5,3,16.7,0.0,,3.0,1.0,2.0,,2.0,4.0,가구
29197,0,14940502,156,95772,1.8,54,47,8.3,14.9,49.0,32.0,29.0,46.0,1.0,22.0,133.0,일반식품
29203,1,6701975,79,84835,2.4,38,48,11.4,4.2,11.0,26.0,31.0,11.0,10.0,30.0,39.0,일반식품
29214,0,13598500,44,309057,4.4,24,31,11.4,61.3,20.0,2.0,10.0,12.0,1.0,31.0,12.0,엘레강스캐주얼
29246,1,1152970,21,54903,1.1,10,11,0.0,45.5,10.0,8.0,2.0,1.0,7.0,1.0,13.0,일반식품
29251,0,2269531,34,66751,2.0,23,17,5.9,52.9,5.0,13.0,6.0,10.0,4.0,2.0,28.0,캐릭터캐주얼
29255,0,6747805,79,85415,2.5,40,45,11.4,28.9,23.0,12.0,28.0,16.0,22.0,8.0,49.0,일반식품
29270,1,31000,1,31000,1.0,1,1,0.0,100.0,,,,1.0,,,1.0,화장품
29276,0,3349347,51,65673,1.5,23,24,2.0,41.7,14.0,8.0,15.0,14.0,12.0,4.0,35.0,일반식품
29302,0,2017677,10,201768,2.9,7,5,20.0,40.0,1.0,,7.0,2.0,,6.0,4.0,유니캐주얼
29306,0,1019526,15,67968,1.4,12,13,20.0,7.7,2.0,2.0,4.0,7.0,8.0,3.0,4.0,화장품
29335,1,4199699,131,32059,1.4,50,54,2.3,22.2,40.0,47.0,22.0,22.0,10.0,37.0,84.0,유아동복
29356,1,3040338,69,44063,1.6,29,30,10.1,40.0,23.0,10.0,24.0,12.0,20.0,10.0,39.0,일반식품
29358,0,3100368,39,79497,2.1,24,17,15.4,35.3,6.0,16.0,7.0,10.0,9.0,8.0,22.0,유아동복
29370,1,4880427,48,101676,2.7,36,30,4.2,10.0,13.0,6.0,14.0,15.0,11.0,,37.0,유니캐주얼
29411,0,2955500,24,123146,2.1,17,13,8.3,38.5,5.0,8.0,4.0,7.0,7.0,,17.0,트래디셔널캐주얼
29418,0,3761301,71,52976,1.7,41,33,5.6,24.2,23.0,18.0,21.0,9.0,46.0,2.0,23.0,일반식품
29421,0,2406988,28,85964,2.1,17,11,25.0,27.3,6.0,11.0,11.0,,4.0,2.0,22.0,화장품
29434,1,5556700,27,205804,3.2,15,15,18.5,33.3,5.0,1.0,11.0,10.0,11.0,,16.0,유아동복
29438,0,4838901,19,254679,1.9,13,9,5.3,44.4,6.0,4.0,5.0,4.0,,5.0,14.0,일반식품
29455,0,4637432,16,289840,3.6,11,4,6.2,75.0,,13.0,,3.0,,8.0,8.0,니트단품
29467,0,1744930,15,116329,2.2,9,4,6.7,25.0,2.0,,7.0,6.0,2.0,13.0,,니트단품
29472,0,1619329,34,47627,1.8,21,10,14.7,40.0,12.0,2.0,6.0,14.0,32.0,,2.0,유아동복
29477,0,4288080,57,75229,1.9,30,19,24.6,31.6,13.0,11.0,4.0,29.0,4.0,11.0,42.0,화장품
29486,0,998429,26,38401,1.9,14,15,3.8,53.3,2.0,1.0,11.0,12.0,1.0,12.0,13.0,유아동복
29501,0,8868269,102,86944,1.9,29,58,26.5,44.8,13.0,25.0,23.0,41.0,3.0,30.0,69.0,일반식품
29503,1,6403192,69,92800,1.8,40,25,13.0,16.0,20.0,16.0,9.0,24.0,19.0,1.0,49.0,화장품
29511,0,3885821,70,55512,1.5,25,32,2.9,46.9,7.0,15.0,29.0,19.0,38.0,4.0,28.0,일반식품
29521,0,1198892,25,47956,1.6,9,20,8.0,35.0,8.0,11.0,3.0,3.0,3.0,2.0,20.0,일반식품
29522,1,6855019,55,124637,1.1,30,31,18.2,45.2,12.0,7.0,15.0,21.0,40.0,3.0,12.0,일반식품
29524,1,5070232,63,80480,1.9,32,35,3.2,20.0,10.0,3.0,23.0,27.0,36.0,4.0,23.0,영캐주얼
29526,1,96000,1,96000,3.0,1,1,0.0,0.0,1.0,,,,1.0,,,화장품
29537,0,8625167,68,126841,1.7,33,31,30.9,38.7,33.0,7.0,16.0,12.0,7.0,18.0,43.0,일반식품
29542,0,730400,12,60867,1.7,12,7,8.3,14.3,4.0,2.0,3.0,3.0,11.0,,1.0,유아동복
29557,0,12831990,80,160400,2.6,47,32,6.2,18.8,23.0,17.0,26.0,14.0,26.0,1.0,53.0,스포츠
29567,1,12677328,144,88037,2.1,42,69,2.8,29.0,31.0,27.0,52.0,34.0,51.0,17.0,76.0,일반식품
29572,1,7628762,114,66919,1.6,49,38,5.3,23.7,25.0,16.0,32.0,41.0,47.0,,67.0,유니캐주얼
29603,1,942591,27,34911,1.2,14,20,3.7,20.0,10.0,5.0,4.0,8.0,25.0,,2.0,일반식품
29613,0,652799,8,81600,3.0,7,6,12.5,33.3,,3.0,2.0,3.0,2.0,3.0,3.0,엘레강스캐주얼
29619,1,2277437,43,52964,1.9,22,24,9.3,45.8,12.0,11.0,14.0,6.0,5.0,21.0,17.0,화장품
29620,1,221560,10,22156,1.0,8,4,0.0,50.0,,9.0,1.0,,5.0,,5.0,문화완구
29641,0,16101334,76,211860,1.8,46,43,3.9,27.9,25.0,17.0,19.0,15.0,29.0,2.0,45.0,스포츠
29653,1,2819977,61,46229,1.7,27,23,24.6,39.1,9.0,7.0,31.0,14.0,31.0,,30.0,유아동복
29655,1,454500,5,90900,2.2,5,4,0.0,50.0,2.0,3.0,,,1.0,1.0,3.0,유아동복
29664,0,2946343,68,43329,1.6,13,51,0.0,35.3,31.0,20.0,7.0,10.0,,48.0,20.0,유아동복
29688,0,5013000,11,455727,1.4,11,4,18.2,25.0,9.0,,2.0,,,,11.0,가전
29695,0,2755185,59,46698,1.4,27,26,8.5,26.9,17.0,24.0,9.0,9.0,,15.0,44.0,일반식품
29697,1,1822033,39,46719,1.5,17,25,20.5,40.0,7.0,14.0,3.0,15.0,11.0,3.0,25.0,일반식품
29725,0,99000,7,14143,1.0,4,5,0.0,20.0,2.0,4.0,1.0,,2.0,,5.0,화장품
29729,0,6649000,51,130373,3.0,36,13,3.9,92.3,20.0,7.0,6.0,18.0,,19.0,32.0,엘레강스캐주얼
29730,1,3638900,33,110270,1.7,22,17,9.1,23.5,1.0,6.0,13.0,13.0,7.0,4.0,22.0,유아동복
29732,1,3395050,17,199709,1.2,11,10,17.6,70.0,7.0,,4.0,6.0,4.0,4.0,9.0,화장품
29736,1,567800,10,56780,2.2,9,9,10.0,22.2,5.0,2.0,3.0,,3.0,3.0,4.0,유니캐주얼
29742,0,154000,2,77000,3.0,2,2,50.0,0.0,,,1.0,1.0,1.0,,1.0,화장품
29749,0,795000,7,113571,1.3,7,3,14.3,0.0,,,7.0,,,3.0,4.0,섬유
29765,0,1637600,11,148873,2.5,11,5,0.0,20.0,3.0,,,8.0,5.0,2.0,4.0,영캐주얼
29766,0,116000,2,58000,1.0,2,1,100.0,0.0,,,,2.0,,2.0,,화장품
29771,0,302758,7,43251,1.0,6,3,0.0,33.3,,1.0,6.0,,,1.0,6.0,일반식품
29776,1,1727800,17,101635,2.5,7,10,5.9,60.0,1.0,7.0,5.0,4.0,2.0,5.0,10.0,영캐주얼
29799,0,307000,5,61400,2.2,5,4,20.0,50.0,1.0,1.0,3.0,,2.0,,3.0,정장셔츠
29809,1,1421595,14,101542,2.1,11,5,28.6,60.0,9.0,3.0,,2.0,10.0,,4.0,화장품
29817,0,2072388,55,37680,1.7,33,25,21.8,40.0,19.0,21.0,4.0,11.0,8.0,2.0,45.0,니트단품
29820,1,3406550,67,50844,1.7,30,28,4.5,57.1,14.0,18.0,6.0,29.0,5.0,28.0,34.0,일반식품
29831,0,2829551,51,55481,2.0,27,22,0.0,31.8,21.0,2.0,23.0,5.0,22.0,13.0,16.0,니트단품
29832,0,2666547,37,72069,2.1,14,17,0.0,41.2,17.0,5.0,11.0,4.0,15.0,2.0,20.0,일반식품
29836,1,887700,12,73975,1.5,11,6,33.3,0.0,,4.0,8.0,,6.0,,6.0,화장품
29875,1,15516700,120,129306,2.0,61,51,11.7,33.3,14.0,14.0,51.0,41.0,28.0,24.0,68.0,화장품
29878,0,153500,15,10233,1.0,4,10,6.7,20.0,6.0,4.0,1.0,4.0,1.0,7.0,7.0,일반식품
29893,0,1615794,27,59844,1.7,17,10,7.4,30.0,7.0,2.0,8.0,10.0,3.0,1.0,23.0,화장품
29896,0,909871,14,64991,1.9,10,8,0.0,50.0,4.0,6.0,3.0,1.0,2.0,2.0,10.0,유니캐주얼
29911,0,65000,1,65000,1.0,1,1,0.0,100.0,,,,1.0,,,1.0,화장품
29912,0,3316300,19,174542,1.6,16,10,52.6,50.0,5.0,6.0,7.0,1.0,,5.0,14.0,조리욕실
29916,1,645686,14,46120,1.7,8,7,21.4,0.0,5.0,,3.0,6.0,4.0,,10.0,일반식품
29926,0,1949289,35,55694,1.9,15,21,2.9,57.1,11.0,3.0,6.0,15.0,1.0,8.0,26.0,일반식품
29934,1,4712734,117,40280,1.5,42,60,2.6,15.0,24.0,26.0,36.0,31.0,10.0,8.0,99.0,일반식품
29936,0,682000,9,75778,1.7,8,7,0.0,0.0,3.0,,5.0,1.0,1.0,3.0,5.0,영캐주얼
29938,0,3179718,30,105991,1.9,18,17,23.3,11.8,9.0,4.0,4.0,13.0,10.0,2.0,18.0,일반식품
29947,0,584000,12,48667,2.2,7,10,25.0,40.0,2.0,6.0,4.0,,,,12.0,화장품
29953,1,3361701,38,88466,1.0,17,19,0.0,57.9,9.0,20.0,5.0,4.0,3.0,10.0,25.0,일반식품
29955,0,17515763,138,126926,2.2,69,38,7.2,47.4,63.0,32.0,25.0,18.0,14.0,14.0,110.0,유니캐주얼
29959,0,3368200,15,224547,3.6,14,11,0.0,27.3,3.0,,4.0,8.0,6.0,3.0,6.0,문화완구
29964,0,804600,8,100575,1.8,6,6,12.5,33.3,2.0,3.0,3.0,,6.0,,2.0,기타바이어
29969,1,2206600,43,51316,1.1,25,23,37.2,30.4,7.0,8.0,9.0,19.0,13.0,16.0,14.0,화장품
29975,0,92500,3,30833,1.0,3,1,0.0,0.0,,,,3.0,2.0,,1.0,유아동복
29985,0,1913264,24,79719,3.0,9,10,29.2,30.0,5.0,5.0,1.0,13.0,6.0,,18.0,화장품
29989,0,120000,1,120000,3.0,1,1,100.0,100.0,,,1.0,,,,1.0,화장품
29993,0,721784,8,90223,1.5,4,7,12.5,57.1,1.0,,5.0,2.0,,2.0,6.0,일반식품
29996,1,4858720,42,115684,1.8,26,15,21.4,6.7,5.0,12.0,13.0,12.0,7.0,2.0,33.0,유아동복
30007,0,882000,11,80182,1.9,9,5,27.3,80.0,9.0,1.0,1.0,,,,11.0,일반식품
30030,0,1268280,20,63414,2.0,15,9,20.0,44.4,,6.0,8.0,6.0,4.0,8.0,8.0,유니캐주얼
30074,0,4587901,107,42878,1.5,49,66,4.7,24.2,25.0,15.0,31.0,36.0,10.0,17.0,80.0,유아동복
30097,1,3726060,61,61083,1.8,34,30,9.8,43.3,28.0,15.0,6.0,12.0,18.0,11.0,32.0,화장품
30098,1,15135833,148,102269,1.2,57,79,7.4,32.9,34.0,49.0,37.0,28.0,70.0,9.0,69.0,일반식품
30114,0,550445,9,61161,2.3,6,7,22.2,57.1,4.0,2.0,,3.0,,,9.0,영캐주얼
30148,0,92000,2,46000,1.0,1,1,100.0,100.0,,,2.0,,,,2.0,화장품
30152,0,2804300,33,84979,1.2,22,9,6.1,55.6,12.0,,11.0,10.0,9.0,3.0,21.0,유니캐주얼
30168,1,480000,1,480000,3.0,1,1,100.0,100.0,,,1.0,,,,1.0,화장품
30224,1,2138467,73,29294,1.3,28,37,9.6,35.1,16.0,9.0,36.0,12.0,8.0,17.0,48.0,일반식품
30249,0,429000,2,214500,4.0,2,1,50.0,100.0,,2.0,,,,,2.0,화장품
30250,1,6329930,107,59158,2.2,51,44,7.5,22.7,31.0,40.0,8.0,28.0,38.0,1.0,68.0,영캐주얼
30265,0,787944,16,49246,1.0,8,9,6.2,55.6,,7.0,3.0,6.0,3.0,1.0,12.0,유아동복
30271,0,879865,17,51757,1.7,12,10,5.9,20.0,2.0,4.0,7.0,4.0,8.0,,9.0,유아동복
30280,1,25915171,118,219620,2.8,56,53,7.6,32.1,25.0,25.0,36.0,32.0,35.0,6.0,77.0,유니캐주얼
30287,1,3159039,35,90258,2.6,30,23,2.9,13.0,11.0,8.0,8.0,8.0,11.0,2.0,22.0,스포츠
30288,1,2887033,35,82487,2.0,19,22,0.0,9.1,3.0,8.0,12.0,12.0,34.0,,1.0,일반식품
30292,1,1317256,15,87817,1.0,7,11,13.3,63.6,1.0,4.0,5.0,5.0,4.0,2.0,9.0,일반식품
30296,0,8430363,60,140506,1.4,32,35,13.3,42.9,12.0,17.0,15.0,16.0,19.0,3.0,38.0,일반식품
30300,1,1772928,8,221616,2.5,7,5,12.5,20.0,1.0,4.0,1.0,2.0,1.0,,7.0,스포츠
30311,1,11663211,84,138848,1.9,38,56,10.7,32.1,12.0,26.0,26.0,20.0,44.0,3.0,37.0,스포츠
30316,1,25145904,170,147917,1.1,62,68,14.7,47.1,29.0,26.0,49.0,66.0,21.0,64.0,85.0,유아동복
30338,1,704764,7,100681,2.1,6,5,14.3,40.0,,1.0,4.0,2.0,1.0,,6.0,트래디셔널캐주얼
30343,0,24063699,123,195640,1.0,47,42,33.3,31.0,20.0,21.0,60.0,22.0,37.0,2.0,84.0,일반식품
30345,0,3085054,53,58209,1.9,24,33,3.8,57.6,11.0,14.0,18.0,10.0,,22.0,31.0,일반식품
30348,0,11722097,82,142952,2.1,31,41,2.4,26.8,14.0,15.0,17.0,36.0,26.0,10.0,46.0,일반식품
30353,0,813000,11,73909,1.0,9,7,18.2,57.1,6.0,2.0,,3.0,4.0,2.0,5.0,화장품
30371,0,2951133,54,54651,1.7,34,22,11.1,27.3,15.0,6.0,18.0,15.0,9.0,12.0,33.0,일반식품
30379,1,3367570,12,280631,1.4,4,7,0.0,14.3,8.0,1.0,,3.0,,7.0,5.0,일반식품
30386,1,3393090,35,96945,2.0,22,12,22.9,50.0,9.0,5.0,15.0,6.0,3.0,6.0,26.0,화장품
30404,1,14133355,110,128485,1.4,55,35,18.2,45.7,12.0,42.0,36.0,20.0,16.0,24.0,70.0,일반식품
30408,0,1420000,12,118333,2.4,5,8,58.3,25.0,3.0,5.0,3.0,1.0,,5.0,7.0,화장품
30414,1,1314450,16,82153,1.9,12,8,12.5,12.5,7.0,2.0,,7.0,5.0,2.0,9.0,영캐주얼
30426,0,23113909,189,122296,2.1,62,74,1.6,23.0,63.0,26.0,59.0,41.0,37.0,4.0,148.0,일반식품
30440,0,3451200,10,345120,3.3,8,7,30.0,0.0,6.0,3.0,1.0,,1.0,,9.0,화장품
30471,0,2183054,27,80854,2.5,17,14,0.0,42.9,9.0,1.0,12.0,5.0,7.0,4.0,16.0,스포츠
30473,1,1365600,18,75867,2.6,15,11,16.7,45.5,3.0,6.0,3.0,6.0,4.0,,14.0,유아동복
30477,1,870916,18,48384,1.8,12,7,5.6,28.6,5.0,,12.0,1.0,2.0,,16.0,유아동복
30490,1,8880800,22,403673,2.0,16,10,13.6,30.0,8.0,2.0,9.0,3.0,9.0,4.0,9.0,유아동복
30498,0,1211877,10,121188,1.4,5,7,10.0,85.7,3.0,,1.0,6.0,3.0,,7.0,일반식품
30530,0,1177969,13,90613,1.0,9,9,7.7,33.3,1.0,9.0,2.0,1.0,5.0,,8.0,트래디셔널캐주얼
30543,0,3599168,34,105858,1.8,20,13,0.0,15.4,8.0,13.0,10.0,3.0,14.0,1.0,19.0,화장품
30550,1,2245215,35,64149,1.8,30,20,11.4,5.0,3.0,23.0,5.0,4.0,5.0,,30.0,유아동복
30556,0,656000,9,72889,1.7,6,5,11.1,40.0,,4.0,5.0,,1.0,,8.0,화장품
30571,1,895804,44,20359,1.1,11,30,2.3,13.3,16.0,5.0,12.0,11.0,32.0,,12.0,일반식품
30582,0,11519420,55,209444,2.2,27,22,7.3,45.5,24.0,8.0,17.0,6.0,15.0,20.0,20.0,화장품
30587,0,3112604,17,183094,3.5,8,5,17.6,20.0,14.0,,,3.0,3.0,1.0,13.0,유니캐주얼
30591,0,312000,4,78000,2.5,4,3,25.0,0.0,1.0,1.0,2.0,,,,4.0,영캐주얼
30594,0,2272834,19,119623,1.6,12,13,10.5,76.9,2.0,4.0,9.0,4.0,2.0,5.0,12.0,스포츠
30607,0,579641,11,52695,2.1,7,7,27.3,28.6,3.0,4.0,,4.0,,,11.0,일반식품
30616,0,8664317,53,163478,2.3,36,25,17.0,64.0,14.0,13.0,4.0,22.0,22.0,,31.0,화장품
30625,1,17809620,88,202382,1.6,38,42,23.9,21.4,26.0,27.0,20.0,15.0,39.0,,49.0,유아동복
30626,1,1049860,37,28375,1.8,23,17,5.4,88.2,17.0,5.0,14.0,1.0,17.0,5.0,15.0,유아동복
30645,1,5894601,103,57229,1.8,45,67,0.0,19.4,22.0,17.0,43.0,21.0,9.0,20.0,74.0,일반식품
30657,1,1710000,7,244286,1.3,7,5,14.3,20.0,,5.0,1.0,1.0,5.0,,2.0,문화완구
30662,0,2673307,32,83541,2.0,20,19,3.1,15.8,14.0,13.0,5.0,,19.0,3.0,10.0,엘레강스캐주얼
30688,1,2316724,85,27256,1.4,35,27,3.5,81.5,15.0,16.0,31.0,23.0,13.0,35.0,37.0,일반식품
30694,0,1799109,45,39980,1.7,17,18,2.2,61.1,12.0,16.0,10.0,7.0,4.0,23.0,18.0,일반식품
30700,0,6399700,47,136164,3.8,32,26,12.8,26.9,8.0,22.0,9.0,8.0,6.0,12.0,29.0,영캐주얼
30711,0,1065700,11,96882,2.3,6,7,27.3,14.3,1.0,10.0,,,2.0,1.0,8.0,화장품
30719,1,4653614,66,70509,1.8,26,41,27.3,26.8,15.0,21.0,19.0,11.0,23.0,,43.0,화장품
30722,0,10462298,43,243309,2.7,27,21,30.2,14.3,23.0,6.0,,14.0,7.0,1.0,35.0,수입명품
30759,0,4816030,64,75250,1.2,25,32,15.6,59.4,14.0,18.0,26.0,6.0,7.0,10.0,47.0,일반식품
30769,0,1890400,7,270057,2.1,6,5,28.6,0.0,4.0,,3.0,,2.0,2.0,3.0,정장셔츠
30790,0,7129447,50,142589,2.4,25,23,12.0,21.7,8.0,10.0,15.0,17.0,12.0,1.0,37.0,일반식품
30806,0,20495501,144,142330,2.0,58,59,26.4,18.6,22.0,37.0,46.0,39.0,103.0,8.0,33.0,일반식품
30807,1,474000,10,47400,1.8,7,7,0.0,71.4,5.0,4.0,,1.0,1.0,1.0,8.0,피혁A
30815,0,2921887,45,64931,1.7,18,34,11.1,76.5,3.0,15.0,11.0,16.0,2.0,11.0,32.0,일반식품
30821,1,5195571,146,35586,1.8,43,61,8.9,32.8,25.0,31.0,38.0,52.0,43.0,33.0,70.0,일반식품
30826,0,2470326,24,102930,2.8,17,17,4.2,52.9,9.0,9.0,6.0,,,15.0,9.0,영캐주얼
30829,0,1721224,22,78237,1.9,13,16,4.5,62.5,6.0,8.0,3.0,5.0,4.0,11.0,7.0,일반식품
30831,0,506500,12,42208,1.5,6,6,0.0,50.0,1.0,,9.0,2.0,1.0,5.0,6.0,유니캐주얼
30836,0,898978,17,52881,1.6,8,11,11.8,36.4,7.0,3.0,4.0,3.0,,10.0,7.0,일반식품
30842,0,3503471,29,120809,3.4,11,16,6.9,81.2,3.0,6.0,13.0,7.0,1.0,4.0,24.0,일반식품
30843,0,1134400,8,141800,2.5,6,8,50.0,37.5,,5.0,3.0,,1.0,3.0,4.0,화장품
30856,1,1908400,17,112259,2.4,15,10,0.0,20.0,2.0,3.0,7.0,5.0,4.0,1.0,12.0,유니캐주얼
30861,0,4695074,66,71137,1.8,28,34,3.0,41.2,7.0,17.0,27.0,15.0,22.0,17.0,27.0,일반식품
30862,0,2880560,44,65467,1.9,28,31,2.3,64.5,9.0,5.0,15.0,15.0,9.0,5.0,30.0,유니캐주얼
30867,0,412758,8,51595,2.2,5,6,50.0,83.3,3.0,3.0,,2.0,,2.0,6.0,가전
30874,1,4894364,64,76474,1.3,36,35,3.1,40.0,19.0,11.0,21.0,13.0,31.0,4.0,29.0,일반식품
30889,0,230800,4,57700,2.0,3,1,100.0,0.0,4.0,,,,,,4.0,화장품
30900,0,2377330,13,182872,1.0,12,5,7.7,80.0,2.0,1.0,10.0,,1.0,,12.0,스포츠
30904,1,746100,8,93262,2.4,6,3,12.5,100.0,7.0,1.0,,,4.0,,4.0,영캐주얼
30918,0,3138700,26,120719,2.2,13,15,61.5,13.3,6.0,8.0,6.0,6.0,6.0,3.0,17.0,화장품
30920,1,9495523,86,110413,1.7,60,31,7.0,29.0,18.0,42.0,13.0,13.0,16.0,17.0,53.0,유아동복
30929,0,455000,2,227500,4.0,1,2,0.0,0.0,,,1.0,1.0,1.0,,1.0,화장품
30932,0,6367785,53,120147,1.8,30,32,9.4,56.2,12.0,11.0,10.0,20.0,15.0,,38.0,일반식품
30942,1,1166412,15,77761,1.3,7,11,0.0,45.5,4.0,4.0,3.0,4.0,4.0,,11.0,일반식품
30944,1,1870744,23,81337,1.2,11,14,26.1,78.6,7.0,1.0,6.0,9.0,12.0,4.0,7.0,일반식품
30957,0,2457381,40,61435,1.8,17,26,7.5,30.8,10.0,15.0,15.0,,12.0,13.0,15.0,일반식품
30963,0,614981,7,87854,1.9,5,5,42.9,40.0,3.0,2.0,,2.0,,1.0,6.0,화장품
30985,0,805235,13,61941,1.8,10,7,15.4,71.4,2.0,4.0,4.0,3.0,2.0,,11.0,문화완구
30991,0,168436,5,33687,1.0,5,4,0.0,0.0,1.0,4.0,,,,,5.0,스포츠
31000,0,2346732,72,32594,1.5,27,30,9.7,30.0,22.0,14.0,23.0,13.0,14.0,4.0,54.0,일반식품
31008,0,3667004,30,122233,2.0,22,20,13.3,15.0,7.0,9.0,3.0,11.0,3.0,9.0,18.0,유아동복
31028,1,16448079,94,174980,2.4,42,26,10.6,30.8,3.0,22.0,32.0,37.0,11.0,26.0,57.0,스포츠
31040,0,866925,12,72244,1.0,11,6,25.0,50.0,5.0,,4.0,3.0,,1.0,11.0,섬유
31060,1,2191300,16,136956,2.6,12,8,25.0,12.5,3.0,1.0,7.0,5.0,9.0,,7.0,수입명품
31061,0,350000,2,175000,3.0,2,2,50.0,50.0,,,1.0,1.0,1.0,,1.0,캐릭터캐주얼
31078,0,258000,5,51600,3.0,4,4,40.0,25.0,,,4.0,1.0,3.0,,2.0,영캐주얼
